DateTime,Min_Consumption,Avg_Consumption,Max_Consumption
2024-06-05 22:00:00,7246.1,7356.15,7587.05
2024-06-05 23:00:00,7143.1,7310.75,7583.5
2024-06-06 00:00:00,7140.15,7291.5,7549.75
2024-06-06 01:00:00,7548.45,7653.65,7890.9
2024-06-06 02:00:00,7780.8,7879.75,8103.55
2024-06-06 03:00:00,7528.4,7628.6,7839.900000000001
2024-06-06 04:00:00,5059.2,5247.3,5530.7
2024-06-06 05:00:00,733.95,829.85,1064.8
2024-06-06 06:00:00,701.3,770.55,977.4
2024-06-06 07:00:00,780.05,851.3,1063.0
2024-06-06 08:00:00,766.35,839.9,1053.55
2024-06-06 09:00:00,770.15,850.3,1088.0
2024-06-06 10:00:00,717.75,775.85,942.3000000000001
2024-06-06 11:00:00,723.35,768.9,917.1
2024-06-06 12:00:00,846.4,891.05,1048.4
2024-06-06 13:00:00,828.9,861.85,987.95
2024-06-06 14:00:00,745.05,772.1,848.05
2024-06-06 15:00:00,707.0,731.7,797.0
2024-06-06 16:00:00,687.85,704.8,753.45
2024-06-06 17:00:00,672.15,685.55,730.35
2024-06-06 18:00:00,710.55,738.35,848.15
2024-06-06 19:00:00,4419.85,4550.75,4841.35
2024-06-06 20:00:00,7347.9,7438.6,7657.9
2024-06-06 21:00:00,7290.75,7389.95,7587.9
2024-06-06 22:00:00,7324.8,7463.75,7702.9
2024-06-06 23:00:00,7238.45,7396.3,7674.45
2024-06-07 00:00:00,6705.35,6820.9,7067.4
2024-06-07 01:00:00,7154.85,7267.0,7524.95
2024-06-07 02:00:00,5285.6,5377.9,5581.25
2024-06-07 03:00:00,0.0,0.0,0.0
2024-06-07 04:00:00,0.0,0.0,0.0
2024-06-07 05:00:00,0.0,0.0,0.0
2024-06-07 06:00:00,0.0,0.0,0.0
2024-06-07 07:00:00,0.0,0.0,0.0
2024-06-07 08:00:00,0.0,0.0,0.0
2024-06-07 09:00:00,0.0,0.0,0.0
2024-06-07 10:00:00,0.0,0.0,0.0
2024-06-07 11:00:00,0.0,0.0,0.0
2024-06-07 12:00:00,718.4,767.3,922.85
2024-06-07 13:00:00,690.9,720.9,834.1999999999999
2024-06-07 14:00:00,614.8,641.35,725.45
2024-06-07 15:00:00,601.0,626.5,698.75
2024-06-07 16:00:00,593.4,609.85,644.15
2024-06-07 17:00:00,625.45,638.5,669.7
2024-06-07 18:00:00,667.15,689.3,759.95
2024-06-07 19:00:00,4629.95,4774.45,5058.75
2024-06-07 20:00:00,6452.75,6534.35,6726.3
2024-06-07 21:00:00,6739.2,6833.55,7050.8
2024-06-07 22:00:00,6992.15,7102.5,7343.55
2024-06-07 23:00:00,6991.05,7114.6,7369.3
