index,DateTime,min,max,avg
515,2024-05-30 01:47:20,27.0,31.35,27.45
516,2024-05-30 02:47:20,22.05,35.4,25.05
517,2024-05-30 03:47:20,21.9,22.35,22.05
518,2024-05-30 04:47:20,25.8,27.15,26.4
519,2024-05-30 05:47:20,25.65,29.85,25.95
520,2024-05-30 06:47:20,23.7,33.0,25.35
521,2024-05-30 07:47:20,354.75,367.05,357.45
522,2024-05-30 08:47:20,356.85,367.95,359.85
523,2024-05-30 09:47:20,360.15,373.2,363.6
524,2024-05-30 10:47:20,341.85,363.15,349.5
525,2024-05-30 11:47:20,344.1,370.35,351.45
526,2024-05-30 12:47:20,335.4,350.85,340.95
527,2024-05-30 13:47:20,350.4,367.65,357.9
528,2024-05-30 14:47:20,354.9,370.35,359.85
529,2024-05-30 15:47:20,351.0,367.95,357.6
530,2024-05-30 16:47:20,335.55,351.75,339.0
531,2024-05-30 17:47:20,32.1,34.65,32.4
532,2024-05-30 18:47:20,28.95,52.8,35.4
533,2024-05-30 19:47:20,29.4,39.6,30.9
534,2024-05-30 20:47:20,28.95,31.65,29.4
535,2024-05-30 21:47:20,31.5,46.05,32.7
536,2024-05-30 22:47:20,31.2,43.65,33.75
537,2024-05-30 23:47:20,32.25,35.1,32.7
538,2024-05-31 00:47:20,28.2,40.8,29.4
539,2024-05-31 01:47:20,26.55,27.0,26.7
540,2024-05-31 02:47:20,23.4,26.4,23.55
541,2024-05-31 03:47:20,22.8,33.9,23.55
542,2024-05-31 04:47:20,23.4,37.5,27.3
543,2024-05-31 05:47:20,22.05,23.7,22.35
544,2024-05-31 06:47:20,23.85,24.9,24.3
545,2024-05-31 07:47:20,357.6,373.65,360.75
546,2024-05-31 08:47:20,358.95,376.65,361.35
547,2024-05-31 09:47:20,357.9,372.3,360.9
548,2024-05-31 10:47:20,365.85,384.0,372.6
549,2024-05-31 11:47:20,369.6,388.8,375.6
550,2024-05-31 12:47:20,360.6,385.65,371.25
551,2024-05-31 13:47:20,350.1,364.95,354.15
552,2024-05-31 14:47:20,361.8,375.15,366.45
553,2024-05-31 15:47:20,368.85,384.45,373.95
554,2024-05-31 16:47:20,339.15,356.4,343.35
555,2024-05-31 17:47:20,26.1,39.45,28.2
556,2024-05-31 18:47:20,28.95,33.15,29.7
557,2024-05-31 19:47:20,30.3,43.2,32.25
558,2024-05-31 20:47:20,28.95,42.0,31.95
559,2024-05-31 21:47:20,29.1,43.05,30.9
560,2024-05-31 22:47:20,31.2,39.15,32.25
561,2024-05-31 23:47:20,29.85,43.5,32.55
562,2024-06-01 00:47:20,27.9,40.8,29.85
563,2024-06-01 01:47:20,25.35,34.65,27.15
564,2024-06-01 02:47:20,22.2,23.25,22.5
565,2024-06-01 03:47:20,23.7,36.9,26.55
566,2024-06-01 04:47:20,22.2,23.4,22.65
567,2024-06-01 05:47:20,23.55,25.05,24.3
568,2024-06-01 06:47:20,23.7,25.65,24.0
569,2024-06-01 07:47:20,21.45,34.5,23.1
570,2024-06-01 08:47:20,20.55,21.9,20.7
571,2024-06-01 09:47:20,21.15,33.0,24.3
572,2024-06-01 10:47:20,23.25,36.9,26.85
573,2024-06-01 11:47:20,23.85,24.9,24.15
574,2024-06-01 12:47:20,21.6,34.65,24.9
575,2024-06-01 13:47:20,19.5,33.6,21.15
576,2024-06-01 14:47:20,21.0,33.75,24.9
577,2024-06-01 15:47:20,20.4,34.65,25.05
578,2024-06-01 16:47:20,21.15,34.5,24.6
579,2024-06-01 17:47:20,20.55,42.3,26.4
580,2024-06-01 18:47:20,24.45,25.35,24.75
581,2024-06-01 19:47:20,27.45,31.8,27.9
582,2024-06-01 20:47:20,29.85,43.95,34.2
583,2024-06-01 21:47:20,27.45,41.4,31.35
584,2024-06-01 22:47:20,25.8,27.0,26.25
585,2024-06-01 23:47:20,27.6,28.2,27.75
586,2024-06-02 00:47:20,26.1,27.45,26.4
587,2024-06-02 01:47:20,25.65,40.8,30.0
588,2024-06-02 02:47:20,25.8,28.65,26.25
589,2024-06-02 03:47:20,24.3,37.65,27.15
590,2024-06-02 04:47:20,24.15,25.05,24.45
591,2024-06-02 05:47:20,22.95,23.55,23.1
592,2024-06-02 06:47:20,23.85,35.25,25.35
593,2024-06-02 07:47:20,21.45,24.75,21.75
594,2024-06-02 08:47:20,21.15,22.5,21.6
595,2024-06-02 09:47:20,21.0,32.55,24.75
596,2024-06-02 10:47:20,23.25,23.85,23.4
597,2024-06-02 11:47:20,23.1,38.25,27.3
598,2024-06-02 12:47:20,21.3,34.8,24.75
599,2024-06-02 13:47:20,20.7,33.3,25.8
600,2024-06-02 14:47:20,22.5,39.6,30.15
601,2024-06-02 15:47:20,20.4,36.75,25.5
602,2024-06-02 16:47:20,21.0,34.8,24.15
603,2024-06-02 17:47:20,21.6,22.95,21.75
604,2024-06-02 18:47:20,26.25,37.95,26.85
605,2024-06-02 19:47:20,30.45,40.5,31.5
606,2024-06-02 20:47:20,27.6,40.8,32.25
607,2024-06-02 21:47:20,28.35,44.55,31.05
608,2024-06-02 22:47:20,27.6,31.65,28.05
609,2024-06-02 23:47:20,25.95,40.05,29.25
610,2024-06-03 00:47:20,26.25,27.45,26.4
611,2024-06-03 01:47:20,25.5,26.7,25.95
612,2024-06-03 02:47:20,23.7,37.05,26.7
613,2024-06-03 03:47:20,24.0,24.45,24.0
614,2024-06-03 04:47:20,25.8,29.55,25.95
615,2024-06-03 05:47:20,27.75,29.25,28.2
616,2024-06-03 06:47:20,27.6,37.5,28.2
617,2024-06-03 07:47:20,26.55,27.75,27.0
618,2024-06-03 08:47:20,26.25,39.75,29.7
619,2024-06-03 09:47:20,24.15,26.4,24.75
620,2024-06-03 10:47:20,27.15,37.2,29.1
621,2024-06-03 11:47:20,26.1,38.1,28.05
622,2024-06-03 12:47:20,24.6,34.65,26.55
623,2024-06-03 13:47:20,21.75,38.4,24.75
624,2024-06-03 14:47:20,21.45,35.1,24.45
625,2024-06-03 15:47:20,23.1,32.85,24.3
626,2024-06-03 16:47:20,20.85,33.45,24.75
627,2024-06-03 17:47:20,24.45,34.35,25.5
628,2024-06-03 18:47:20,24.9,27.45,25.35
629,2024-06-03 19:47:20,28.65,41.1,31.5
630,2024-06-03 20:47:20,27.9,52.8,31.8
631,2024-06-03 21:47:20,30.15,44.1,31.05
632,2024-06-03 22:47:20,29.1,45.75,33.9
633,2024-06-03 23:47:20,25.35,27.6,26.1
634,2024-06-04 00:47:20,26.25,49.35,31.5
635,2024-06-04 01:47:20,26.1,26.85,26.25
636,2024-06-04 02:47:20,24.45,25.65,24.9
637,2024-06-04 03:47:20,25.95,27.3,26.25
638,2024-06-04 04:47:20,22.95,24.9,23.25
639,2024-06-04 05:47:20,23.1,23.7,23.25
640,2024-06-04 06:47:20,23.85,36.15,26.7
641,2024-06-04 07:47:20,354.0,363.15,356.55
642,2024-06-04 08:47:20,343.8,356.4,346.95
643,2024-06-04 09:47:20,348.15,360.9,351.3
644,2024-06-04 10:47:20,359.4,372.3,364.95
645,2024-06-04 11:47:20,358.65,377.85,366.6
646,2024-06-04 12:47:20,365.25,384.75,369.75
647,2024-06-04 13:47:20,362.25,373.8,366.15
648,2024-06-04 14:47:20,379.65,395.7,386.1
649,2024-06-04 15:47:20,362.4,377.25,366.45
650,2024-06-04 16:47:20,41.4,203.55,55.95
651,2024-06-04 17:47:20,29.55,44.25,33.9
652,2024-06-04 18:47:20,27.15,32.55,28.05
653,2024-06-04 19:47:20,30.9,45.0,36.6
654,2024-06-04 20:47:20,32.4,42.75,34.65
655,2024-06-04 21:47:20,31.8,36.6,32.4
656,2024-06-04 22:47:20,28.05,42.9,31.5
657,2024-06-04 23:47:20,28.95,34.05,29.55
658,2024-06-05 00:47:20,27.0,28.65,27.6
659,2024-06-05 01:47:20,26.7,27.3,26.85
660,2024-06-05 02:47:20,24.75,28.05,25.05
661,2024-06-05 03:47:20,22.65,24.15,23.1
662,2024-06-05 04:47:20,23.55,25.8,23.7
663,2024-06-05 05:47:20,25.35,25.95,25.5
664,2024-06-05 06:47:20,26.4,37.65,27.6
665,2024-06-05 07:47:20,359.7,373.8,362.85
666,2024-06-05 08:47:20,357.9,370.35,362.55
667,2024-06-05 09:47:20,358.65,370.65,362.1
668,2024-06-05 10:47:20,356.1,366.0,358.95
669,2024-06-05 11:47:20,349.05,373.65,355.65
670,2024-06-05 12:47:20,345.6,376.35,355.8
671,2024-06-05 13:47:20,359.4,379.2,366.3
672,2024-06-05 14:47:20,365.4,380.25,368.1
673,2024-06-05 15:47:20,367.95,377.7,371.85
674,2024-06-05 16:47:20,343.05,358.2,348.45
675,2024-06-05 17:47:20,28.5,30.6,28.95
676,2024-06-05 18:47:20,27.45,42.75,31.35
677,2024-06-05 19:47:20,30.45,52.35,37.35
678,2024-06-05 20:47:20,32.1,45.75,35.1
679,2024-06-05 21:47:20,31.8,54.9,38.4
680,2024-06-05 22:47:20,27.9,52.65,33.6
681,2024-06-05 23:47:20,32.1,62.7,42.3
682,2024-06-06 00:47:20,30.15,33.0,30.45
683,2024-06-06 01:47:20,27.6,28.05,27.6
684,2024-06-06 02:47:20,24.9,26.25,25.35
685,2024-06-06 03:47:20,24.3,27.0,25.05
686,2024-06-06 04:47:20,24.6,26.25,25.65
687,2024-06-06 05:47:20,24.6,25.35,24.9
688,2024-06-06 06:47:20,26.4,41.25,28.5
689,2024-06-06 07:47:20,362.1,377.4,367.95
690,2024-06-06 08:47:20,360.75,369.75,362.25
691,2024-06-06 09:47:20,355.2,362.4,356.85
692,2024-06-06 10:47:20,355.35,368.7,358.35
693,2024-06-06 11:47:20,356.25,369.6,361.65
694,2024-06-06 12:47:20,343.05,367.2,351.3
695,2024-06-06 13:47:20,370.95,394.05,377.25
696,2024-06-06 14:47:20,380.4,400.65,385.95
697,2024-06-06 15:47:20,363.15,375.75,368.55
698,2024-06-06 16:47:20,37.2,39.15,37.8
699,2024-06-06 17:47:20,28.8,43.2,31.95
700,2024-06-06 18:47:20,29.4,42.6,33.0
701,2024-06-06 19:47:20,31.2,44.85,35.25
702,2024-06-06 20:47:20,31.05,56.4,39.0
703,2024-06-06 21:47:20,31.8,45.75,38.7
704,2024-06-06 22:47:20,29.25,45.0,36.15
705,2024-06-06 23:47:20,28.35,41.25,32.55
706,2024-06-07 00:47:20,28.35,39.9,30.6
707,2024-06-07 01:47:20,24.6,25.95,25.35
708,2024-06-07 02:47:20,22.95,24.15,23.1
709,2024-06-07 03:47:20,22.2,36.75,25.2
710,2024-06-07 04:47:20,22.5,24.6,22.65
711,2024-06-07 05:47:20,25.95,26.85,26.4
712,2024-06-07 06:47:20,24.75,27.6,25.65
713,2024-06-07 07:47:20,307.65,321.15,312.9
714,2024-06-07 08:47:20,323.55,328.5,325.2
715,2024-06-07 09:47:20,335.85,353.1,339.15
716,2024-06-07 10:47:20,348.0,369.75,354.75
717,2024-06-07 11:47:20,343.8,355.5,347.7
718,2024-06-07 12:47:20,330.15,346.05,334.8
719,2024-06-07 13:47:20,355.95,370.35,360.45
